target,text
ham,ÌÏ got wat to buy tell us then Ì_ no need to come in again.
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!
ham,"Cool, what time you think you can get here?"
ham,What's ur pin?
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
ham,S but mostly not like that.
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt"
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
ham,O shore are you takin the bus
ham,How are you doing. How's the queen. Are you going for the royal wedding
ham,How much would it cost to hire a hitman
ham,:-) :-)
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
ham,Then why you not responding
ham,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n"
ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol
ham,S:-)if we have one good partnership going we will take lead:)
ham,Thanx 4 e brownie it's v nice...
ham,"Haha figures, well I found the piece and priscilla's bowl"
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
ham,Would really appreciate if you call me. Just need someone to talk to.
ham,Ok then i will come to ur home after half an hour
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
ham,Yes but I don't care cause I know its there!
ham,Me i'm not workin. Once i get job...
ham,"Hm good morning, headache anyone? :-)"
spam,Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
ham,Have a good evening! Ttyl
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
ham,"Like  &lt;#&gt; , same question"
ham,"I'll get there at 3, unless you guys want me to come some time sooner"
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
ham,Ok lor thanx... ÌÏ in school?
ham,Are you still playing with gautham?
ham,What is important is that you prevent dehydration by giving her enough fluids
ham,Kothi print out marandratha.
ham,Those ducking chinchillas
ham,Hey now am free you can call me.
ham,Are you willing to go for apps class.
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.
ham,What time is ur flight tmr?
ham,Hi Harish's rent has been transfred to ur Acnt.
ham,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,Ok... Help me ask if she's working tmr a not?
ham,You're right I have now that I think about it
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
ham,Am okay. Will soon be over. All the best
ham,That's y u haf 2 keep me busy...
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
ham,Happy new year. Hope you are having a good semester
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
ham,Hello which the site to download songs its urgent pls
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
ham,Mm feeling sleepy. today itself i shall get that dear
ham,"That's fine, have him give me a call if he knows what he wants or has any questions"
ham,R u meeting da ge at nite tmr?
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
ham,"Yeah, where's your class at?"
ham,Yup Ì_ not comin :-(
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
ham,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite"""
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
ham,Where in abj are you serving. Are you staying with dad or alone.
ham,It only does simple arithmetic not percentages.
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,What * u wearing?
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876"
ham,"By the way, 'rencontre' is to meet again. Mountains dont...."
ham,Just send a text. We'll skype later.
ham,Will do. Have a good day
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.
ham,And popping &lt;#&gt; ibuprofens was no help.
ham,Ya but it cant display internal subs so i gotta extract them
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
ham,Why she wants to talk to me
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
ham,Alright i have a new goal now
ham,Dude how do you like the buff wind.
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
ham,He is there. You call and meet him
ham,I need details about that online job.
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,Ok.ok ok..then..whats ur todays plan
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
ham,You will be in the place of that man
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
ham,10 min later k...
ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
ham,Hey tmr maybe can meet you at yck
ham,Honey boo I'm missing u.
ham,S.this will increase the chance of winning.
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
ham,Compliments to you. Was away from the system. How your side.
ham,say thanks2. 
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
ham,Ok lor...
spam,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
ham,I am on the way to ur home
ham,ÌÏ all write or wat..
ham,Tell rob to mack his gf in the theater
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon 
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
ham,Ya srsly better than yi tho
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
ham,"Nah, I'm a perpetual DD"
ham,Detroit. The home of snow. Enjoy it.
ham,"Sorry, got a late start, we're on the way"
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
ham,Ok.
ham,Lol no ouch but wish i'd stayed out a bit longer
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
ham,"Goodmorning,my grandfather expired..so am on leave today."
ham,K:)i will give my kvb acc details:)
ham,Wife.how she knew the time of murder exactly
ham,Ay wana meet on sat?Ì_ wkg on sat?
ham,Aiyah ok wat as long as got improve can already wat...
ham,Ffffffffff. Alright no way I can meet up with you sooner?
ham,"\I;m reaching in another 2 stops.\"""""
ham,What Today-sunday..sunday is holiday..so no work..
ham,"Sorry, I'll call later"
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
ham,Nt joking seriously i told
ham,You see the requirements please
ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
ham,I cant pick the phone right now. Pls send a message
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
ham,;-) ok. I feel like john lennon.
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
ham,Nah im goin 2 the wrks with j wot bout u?
ham,I dont thnk its a wrong calling between us
ham,He also knows about lunch menu only da. . I know
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS"
ham,Ok k..sry i knw 2 siva..tats y i askd..
ham,Its normally hot mail. Com you see!
ham,"It's ok, at least armand's still around"
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
ham,Sent me ur email id soon
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
ham,I gotta collect da car at 6 lei.
ham,Well then you have a great weekend!
ham,What u talking bout early morning? It's almost noon where your at!
ham,Great escape. I fancy the bridge but needs her lager. See you tomo 
ham,K..k:)where are you?how did you performed?
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
ham,"No, I was trying it all weekend ;V"
spam,Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-("
ham,If You mean the website. Yes.
ham,"Thank you. And by the way, I just lost."
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
ham,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;
ham,"There're some people by mu, I'm at the table by lambda"
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,So i asked how's anthony. Dad. And your bf
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
ham,K go and sleep well. Take rest:-).
ham,Ok... Sweet dreams...
ham,Ill be there on  &lt;#&gt;  ok.
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
ham,Nothing spl..wat abt u and whr ru?
ham,Audrie lousy autocorrect
ham,"Not sure yet, still trying to get a hold of him"
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
spam,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
ham,I will be outside office take all from there
ham,Da is good good player.why he is unsold.
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´Ó_??Û¬ud evening...
ham,Ok then i'll let him noe later n ask him call u tmr...
ham,Yes see ya not on the dot
ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
ham,I sent lanre fakeye's Eckankar details to the mail box
ham,Hi:)did you asked to waheeda fathima about leave?
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
ham,Oh :-)only 4 outside players allowed to play know
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
ham,"Merry Christmas to you too babe, i love ya *kisses*"
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
ham,"Sorry, I'll call later"
ham,Yeah sure I'll leave in a min
ham,Oh...i asked for fun. Haha...take care. Ì_
ham,Whom you waited for yesterday
ham,Understand. his loss is my gain :) so do you work? School?
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,"What part of \don't initiate\"" don't you understand"""
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
ham,Indeed and by the way it was either or - not both !
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?
ham,\HEY KATE
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone
ham,Oh ho. Is this the first time u use these type of words
ham,At what time are you coming.
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
ham,Nothing just getting msgs by dis name wit different no's..
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
ham,"What will we do in the shower, baby?"
ham,WOT U WANNA DO THEN MISSY?
ham,Senthil group company Apnt 5pm.
ham,What time you think you'll have it? Need to know when I should be near campus
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
ham,Yo dude guess who just got arrested the other day
ham,Everybody had fun this evening. Miss you.
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p "
ham,i am seeking a lady in the street and a freak in the sheets. Is that you?
ham,If you're thinking of lifting me one then no.
spam,UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870
ham,Did u got that persons story
ham,Right it wasnt you who phoned it was someone with a number like yours!
ham,"* Was really good to see you the other day dudette, been missing you!"
ham,Am going to take bath ill place the key in window:-)
ham,Wat r u doing?
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
ham,She.s find. I sent you an offline message to know how anjola's now.
ham,Must come later.. I normally bathe him in da afternoon mah..
ham,Probably a couple hours tops
ham,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
ham,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\"""""
ham,Got it..mail panren paru..
ham,"sorry, no, have got few things to do. may be in pub later."
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
spam,TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
ham,Kallis is ready for bat in 2nd innings
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
ham,Oh k. . I will come tomorrow
ham,I'm hungry buy smth home...
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
ham,That is wondar full flim.
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
ham,"Aight, I'll hit you up when I get some cash"
ham,Please tell me you have some of that special stock you were talking about
ham,"When you just put in the + sign, choose my number and the pin will show. Right?"
ham,have * good weekend.
ham,Pls send me the correct name da.
ham,"Just sent you an email ÛÒ to an address with incomm in it, is that right?"
spam,"449050000301 You have won a å£2,000 price! To claim, call 09050000301."
ham,IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book
ham,Need a coffee run tomo?Can't believe it's that time of week already
ham,"Sir, I need AXIS BANK account no and bank address."
ham, what number do u live at? Is it 11?
ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
ham,Whos this am in class:-)
ham,Can do lor...
ham,R we going with the  &lt;#&gt;  bus?
ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
ham,Whatsup there. Dont u want to sleep
ham,Nokia phone is lovly..
ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
ham,What happened to our yo date?
ham,How? Izzit still raining?
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
ham,What time should I tell my friend to be around?
ham,Please dont say like that. Hi hi hi
ham,Hmmm.still we dont have opener?
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
ham,Bring home some Wendy =D
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
ham,"Better than bb. If he wont use it, his wife will or them doctor"
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
ham,Are you in castor? You need to see something
ham,Also are you bringing galileo or dobby
ham,Re your call; You didn't see my facebook huh?
ham,I just lov this line: \Hurt me with the truth
ham,Can you do a mag meeting this avo at some point?
ham,I'll text you when I drop x off
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
ham,Dad says hurry the hell up
ham,Dear good morning now only i am up
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
ham,.Please charge my mobile when you get up in morning.
ham,Hope you are having a good week. Just checking in
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
ham,I am joining today formally.Pls keep praying.will talk later.
ham,I dont have i shall buy one dear
ham,All e best 4 ur driving tmr :-)
ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
spam,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
ham,Mum ask Ì_ to buy food home...
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
ham,I dunno until when... Lets go learn pilates...
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
ham,Am in film ill call you later.
ham,ÌÏ come lt 25 n pass to me lar
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
ham,Haf u eaten? Wat time u wan me 2 come?
ham,Shhhhh nobody is supposed to know!
ham,Ard 515 like dat. Y?
ham,Oh ho. Is this the first time u use these type of words
ham,Hanging out with my brother and his family
ham,Long beach lor. Expected... U having dinner now?
ham,Wait.i will come out.. &lt;#&gt;  min:)
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\"""""
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
ham,You bad girl. I can still remember them
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
ham,Oh dang! I didn't mean o send that to you! Lol!
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
ham,Yes. Last  practice
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
ham,In meeting da. I will call you
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
ham,Ok then u tell me wat time u coming later lor.
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
ham,No pic. Please re-send.
ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
ham,Yes :)it completely in out of form:)clark also utter waste.
ham,"Hmph. Go head, big baller."
ham,"&lt;#&gt; , that's all? Guess that's easy enough"
ham,Just sleeping..and surfing
ham,1's finish meeting call me.
ham,Spoons it is then okay?
ham,Sorry i missed your call. Can you please call back.
ham,Ok...
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."""
ham,Thank you princess! I want to see your nice juicy booty...
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
ham,"Until 545 lor... Ya, can go 4 dinner together..."
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
ham,Come by our room at some point so we can iron out the plan for this weekend
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
ham,How r Ì_ going to send it to me?
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
ham,Huh so late... Fr dinner?
ham,Got smaller capacity one? Quite ex...
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
ham,"Just looked it up and addie goes back Monday, sucks to be her"
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm
ham,My uncles in Atlanta. Wish you guys a great semester.
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,So i could kiss and feel you next to me...
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
ham,"Great. I'm in church now, will holla when i get out"
ham,"No, but you told me you were going, before you got drunk!"
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
ham,No she didnt. I will search online and let you know.
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.
ham,Ok i vl..do u know i got adsense approved..
ham,Yes:)from last week itself i'm taking live call.
